"realm_record_id","operator_name","address","phone","email","digital_contact_type","website","carrier_type","equipment_and_services","operating_regions","pos_matching_fit","country","verification_status","confidence","source_urls","research_subject"
"RCN-US-0084","Nowak Construction Co, Inc.","200 S Goddard Road, Goddard, KS 67052","","","","","road freight, flatbed, refrigerated, tanker, dry van","Flatbed, reefer, tanker, dry van, construction materials, liquids/gases, logs, poles, beams, lumber, machinery, metal sheets and coils","Midwest","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/wichita/","Kansas"
"RCN-US-0085","Redguard, LLC","4340 S West St, Wichita, KS 67217","","","","","road freight, intermodal, FTL","Intermodal containers, machinery, motor vehicles, oilfield equipment, general freight","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/wichita/","Kansas"
"RCN-US-0086","Suburban Hauling Company","23200 W 159th St, Olathe, KS 66061","","","","","road freight, flatbed, dry van, tanker","Flatbed, dry van, tanker, building materials, construction supplies, specialized cargo","Kansas","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/kansas-city/","Kansas"
"RCN-US-0087","Debrick Truck Line Company","33130 Lone Star Road, Paola, KS 66071","","","","","road freight, flatbed, LTL, FTL","Flatbed, OTR, LTL, dedicated service, building materials, logs, poles, beams, lumber, machinery, paper products","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/kansas/","Kansas"
"RCN-US-0088","Lanter Distributing","Lenexa, KS","","","","","road freight, parcel, courier, LTL","Distribution, fulfillment, logistics services, trucking","Nationwide","","United States","unverified","Low","https://clutch.co/logistics/distribution-companies/kansas-city","Kansas"
"RCN-US-0089","Smart Warehousing","Overland Park, KS","","","","","road freight, LTL, FTL","Warehousing, fulfillment, logistics and distribution services","Nationwide","","United States","unverified","Low","https://clutch.co/logistics/distribution-companies/kansas-city","Kansas"
"RCN-US-0090","B & B Transfer","Kansas City, KS","","","","","road freight, LTL, FTL","Trucking and warehousing services","Kansas","","United States","unverified","Low","https://clutch.co/logistics/distribution-companies/kansas-city","Kansas"
"RCN-US-0091","Ruan Transportation Management Systems","666 Grand Ave., Des Moines, IA 50309","(866) 782-6669","Communications@ruan.com","public email","https://www.ruan.com","road freight, refrigerated, tanker, intermodal, LTL, FTL, dry van","Dry van, refrigerated, tanker, intermodal, dedicated contract carriage, managed transportation","Nationwide","","United States","unverified","High","https://www.ruan.com/contact","Iowa"
"RCN-US-0092","Heartland Express, Inc.","901 Heartland Way, North Liberty, IA 52317","(319) 645-7060","","website contact form","https://www.heartlandexpress.com","road freight, refrigerated, dry van, FTL","Dry van, refrigerated, regional and OTR truckload, dedicated routes","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/iowa/","Iowa"
"RCN-US-0093","CRST The Transportation Solution, Inc.","3930 16th Ave SW, Cedar Rapids, IA 52404","","","website contact form","https://www.crst.com","road freight, refrigerated, flatbed, intermodal, expedited, LTL, FTL, dry van","Dry van, refrigerated, flatbed, intermodal, expedited, team driving, dedicated and vocational freight","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/iowa/","Iowa"
"RCN-US-0094","West Side Transport, Inc.","11801 6th St SW, Cedar Rapids, IA 52404","","","website contact form","https://westsidetransport.com","road freight, refrigerated, dry van, FTL","Dry van, refrigerated, regional and OTR truckload, dedicated routes","Nationwide","","United States","unverified","High","https://westsidetransport.com","Iowa"
"RCN-US-0095","Tucker Freight Lines, Inc.","1080 East 12th Street, Dubuque, IA 52001","","","website contact form","https://tuckerfreightlines.com","road freight, flatbed, dry van, FTL","Flatbed, dry van, conestoga, power-only transport","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/iowa/","Iowa"
"RCN-US-0096","Simon's Trucking","920 Simon Drive, Farley, IA 52046","","","website contact form","https://simonstrucking.com","road freight, refrigerated, tanker, intermodal, expedited, FTL","Refrigerated, tanker, intermodal, OTR, regional, hazmat, dedicated freight","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/iowa/","Iowa"
"RCN-US-0097","Green Products","16902 290th St, Conrad, IA 50621","","","website contact form","https://www.greenproducts.com","road freight, refrigerated, intermodal, flatbed, FTL, bulk","Agricultural freight, dry bulk, grain/feed/hay, refrigerated food, flatbed, intermodal, specialized hauling","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/iowa/","Iowa"
"RCN-US-0098","Jacobson Transportation Company, Inc.","1275 128th St, Clive, IA 50325","","","website contact form","https://www.jacobsontrans.com","road freight, refrigerated, flatbed, dry van, FTL","Refrigerated, flatbed, dry van, dedicated routes, OTR, hazmat","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/iowa/","Iowa"
"RCN-US-0099","ALL Seasons Trucking, Inc.","7750 Windy Ridge, Dubuque, IA 52003","","","website contact form","https://allseasonstrucking.com","road freight, flatbed, dry van, bulk, FTL","Flatbed, dry van, agricultural supplies, dry bulk, construction materials, specialized hauling","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/iowa/","Iowa"
"RCN-US-0100","Beer Transportation, Inc.","2101 42nd Ave, Council Bluffs, IA 51501","","","website contact form","https://beertransportation.com","road freight, refrigerated, dry van, FTL","Refrigerated food, fresh produce, meat, beverages, general freight","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/iowa/","Iowa"
"RCN-US-0101","Consumers Supply Distributing, LLC","2901 Murphy Drive, Sioux City, IA 51111","","","website contact form","https://www.consumerssupply.com","road freight, flatbed, bulk, FTL","Agricultural supplies, grain, feed, hay, flatbed, partial truckload, OTR","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/iowa/sioux-city/","Iowa"
"RCN-US-0102","Jebro, Inc.","2303 Bridgeport Drive, Sioux City, IA 51111","","","website contact form","https://www.jebro.com","road freight, bulk, tanker, flatbed, dry van","Dry bulk commodities, liquids and gases, flatbed, dry van, specialized freight","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/iowa/sioux-city/","Iowa"
"RCN-US-0103","AGP (Ag Processing Inc.)","1000 300th St, Manning, IA 51455","","","website contact form","https://www.agp.com","road freight, refrigerated, bulk, tanker, hopper","Soybeans, grains, related products, bulk/ag commodities, plant and elevator logistics","Nationwide","","United States","unverified","Medium","https://www.indeed.com/q-livestock-transport-l-iowa-jobs.html","Iowa"
"RCN-US-0104","NEW Cooperative, Inc.","Manson, IA","","","website contact form","https://www.newcoop.com","road freight, bulk, hopper, tanker","Grain, agronomy, energy, feed logistics, crop inputs, bulk commodity handling","Iowa, Midwest","","United States","unverified","Medium","https://www.newcoop.com","Iowa"
"RCN-US-0105","Key Cooperative","Prairie City, IA","","","website contact form","https://www.keycoop.com","road freight, bulk, hopper, tanker","Agronomy, grain, energy, feed services, bulk commodity logistics","Iowa","","United States","unverified","Medium","https://www.keycoop.com","Iowa"
"RCN-US-0106","Sanddell, Inc.","Sioux City, IA","","","website contact form","https://www.sanddell.com","road freight, livestock, refrigerated, bulk","Livestock hauling, refrigerated freight, ag freight, regional truckload","Nationwide","","United States","unverified","Medium","https://www.midwestlivestock.com","Iowa"
"RCN-US-0107","G&J Express LLC","Le Mars, IA","","","website contact form","https://www.gjexpress.com","road freight, refrigerated, livestock, bulk, dry van","Grain, feed, hay, produce, refrigerated freight, ag products","Midwest","","United States","unverified","Low","https://www.facebook.com/rubberduckfleet/posts/special-thanks-to-clark-with-gj-express-llc-out-of-le-mars-iowa-stopping-by-toda/122128055043213927/","Iowa"
"RCN-US-0108","CDL Carriers","406 Kerwin Ct, Roseville, CA 95747","(916) 745-4400","","website contact form","https://www.cdlcarr.com","road freight, flatbed, tanker, dry van, refrigerated, intermodal, LTL, FTL, expedited","Dry vans, flatbeds, tankers, intermodal, reefer, LTL/FTL, agricultural supplies, grain feed hay, general freight","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/california/","California"
"RCN-US-0109","Sea-Logix, LLC","1360 W Pacific Coast Highway, Long Beach, CA 90810","(562) 435-9900","","website contact form","https://www.sea-logix.com","road freight, refrigerated, flatbed, tanker, bulk, dry van","Dry van, reefer, flatbed, tanker, dry bulk commodities, refrigerated food, agricultural supplies, construction materials, US Mail","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/california/","California"
"RCN-US-0110","ALL Service Handling","9749 Bellegrave Ave, Riverside, CA 92509","(951) 685-4388","","website contact form","https://www.allservicehandling.com","road freight, flatbed, dry van, expedited","Dry van, flatbed, specialized equipment, full truckload, less-than-truckload, partial truckload, building materials","California, Southwest","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/california/","California"
"RCN-US-0111","Button Transportation, Inc.","7000 Button Lane, Dixon, CA 95620","(707) 678-4311","","website contact form","https://www.buttontransportation.com","road freight, refrigerated, tanker, dry van","Reefer trailers, dry van trailers, tanker trailers, agricultural and farm supplies, dry bulk commodities, fresh produce, grain feed hay, liquids/gases","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/california/","California"
"RCN-US-0112","TCI Transportation Services, Inc.","4950 Triggs St, Commerce, CA 90022","(323) 728-4100","","website contact form","https://tcitransportation.com","road freight, refrigerated, intermodal, flatbed, LTL, FTL, expedited","Intermodal containers, refrigerated foods, livestock, fresh produce, grain feed hay, logs, lumber, meat, paper products, dry freight","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/california/","California"
"RCN-US-0113","Foster Poultry Farms","1333 Swan St, Livingston, CA 95334","(209) 394-4000","","website contact form","https://www.fosterfarms.com","refrigerated, livestock, road freight, flatbed, dry van","Reefer, flatbed, dry van, livestock, grains, meat, refrigerated foods, agricultural supplies","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/california/","California"
"RCN-US-0114","PRO Logistics","2509 Civic Ave, Hayward, CA 94542","(510) 783-7440","","website contact form","https://www.prologistics.com","refrigerated, road freight, flatbed, dry van","Flatbed trucks, dry van trucks, refrigerated goods, general freight, beverages","California, West Coast","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/california/","California"
"RCN-US-0115","Shippers Transport Express","1150 E Sepulveda Blvd, Carson, CA 90745","(310) 537-1000","","website contact form","https://www.shipperstransport.com","road freight, refrigerated, intermodal, LTL, FTL","Intermodal containers, refrigerated foods, beverages, building materials, chemicals, machinery, general freight","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/california/","California"
"RCN-US-0116","Southern Counties Express, Inc.","18020 S Santa Fe Ave, Rancho Dominguez, CA 90221","(310) 639-7700","","website contact form","https://www.southerncountiesexpress.com","road freight, bulk, intermodal, flatbed, expedited, LTL, FTL","Dry bulk commodities, intermodal containers, large machinery, metal sheets and rolls, paper products, flatbed, expedited, specialized, team service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/california/","California"
"RCN-US-0117","Ruan Transportation Management Systems","666 Grand Ave, Des Moines, IA 50309","(800) 879-7826","","website contact form","https://www.ruan.com","road freight, refrigerated, bulk, tanker, dry van, intermodal","Dedicated transportation, refrigerated, tanker, bulk, dry van, intermodal, warehousing","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/california/","California"
"RCN-US-0118","Speed Intermodal","3732 Farmington Rd, Stockton, CA 95215","(209) 948-5550","","website contact form","https://www.speedintermodal.com","road freight, intermodal, flatbed, refrigerated, tanker","Intermodal containers, drayage, hazmat, flatbed, reefer, tanker, general freight","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/california/","California"
"RCN-US-0119","BASICS Transportation, Inc.","Buena Park, CA","","","website contact form","https://www.basicstrans.com","road freight, refrigerated, intermodal","Drayage, intermodal containers, general freight, refrigerated food","California, Southwest","","United States","unverified","Medium","https://draylocator.com/ports/los-angeles-long-beach/","California"
"RCN-US-0120","American Refrigerated Transport","Bakersfield, CA","","","website contact form","https://www.americanrefrigeratedtransport.com","refrigerated, road freight, dry van","Refrigerated transport, produce, cold chain freight","California, West Coast","","United States","unverified","Medium","https://draylocator.com/ports/los-angeles-long-beach/","California"
"RCN-US-0121","RPR Trucking","California, CA","","","website contact form","https://rprtruckingllc.com","road freight, intermodal, flatbed, bulk","Port drayage, rail drayage, over-dimensional freight, warehousing","AZ, NV, UT, CO, TX, NM","","United States","unverified","Medium","https://rprtruckingllc.com/untitled-page","California"
"RCN-US-0122","Steve Nuttall Trucking, Inc.","692 Camino Campana, Santa Barbara, CA 93111","805-683-1479","sntrucking@cox.net","public email","https://stevenuttalltrucking.com","road freight, flatbed, dry van","Hauling and trucking, flatbed hauling, dry van, regional service in Santa Barbara and Ventura Counties","CA","","United States","unverified","High","https://stevenuttalltrucking.com","California"
"RCN-US-0123","Hyundai Translead","8880 Rio San Diego Dr Ste 600, San Diego, CA 92108","619-574-1500","","website contact form","https://www.hyundaitranslead.com","road freight, flatbed, intermodal","Trailers, flatbed trailers, commercial vehicle equipment, trailer sales and support","Nationwide","","United States","unverified","High","https://www.hyundaitranslead.com/contact-us/","California"
"RCN-US-0124","Dependable Supply Chain Services","Los Angeles, CA","","","website contact form","https://www.godependable.com","road freight, refrigerated, intermodal, LTL, FTL","FTL, LTL, drayage, port and rail drayage, intermodal, dry van, refrigerated trucking","California, Arizona, Nevada","","United States","unverified","High","https://www.godependable.com/services/trucking-services/","California"
"RCN-US-0125","AMERICAN TRANSPORTATION","3133 E South St, Long Beach, CA 90805","(562) 531-8000","","website contact form","https://carrieratlas.com/trucking-companies/ca/long-beach/american-transportation/","road freight","Property freight carrier","California","","United States","unverified","Medium","https://carrieratlas.com/trucking-companies/ca/long-beach/american-transportation/","California"
"RCN-US-0126","PARAMOUNT LOGISTICS INC","4826 4th St, Irwindale, CA 91706","(626) 575-7988","","website contact form","https://carrieratlas.com/trucking-companies/ca/irwindale/paramount-logistics-inc/","road freight","Property freight carrier","California","","United States","unverified","Medium","https://carrieratlas.com/trucking-companies/ca/irwindale/paramount-logistics-inc/","California"
"RCN-US-0127","LA JOYA TRUCKING","3036 McNab Ave, Long Beach, CA 90808","(562) 619-7768","","website contact form","https://carrieratlas.com/trucking-companies/ca/long-beach/la-joya-trucking/","road freight","Property freight carrier","California","","United States","unverified","Medium","https://carrieratlas.com/trucking-companies/ca/long-beach/la-joya-trucking/","California"
"RCN-US-0128","Crete Carrier Corporation","Lincoln, NE","","","website contact form","https://cretecarrier.com","road freight, FTL, dry van","National truckload carrier, dry van, drop & hook, quality equipment, driver support programs","Lower 48","","United States","unverified","High","https://cretecarrier.com","Nebraska"
"RCN-US-0129","Shaffer Trucking","Lincoln, NE","","","website contact form","https://cretecarrier.com","road freight, refrigerated, FTL","Temperature-controlled freight, refrigerated trailers, nationwide truckload service","Lower 48","","United States","unverified","High","https://cretecarrier.com","Nebraska"
"RCN-US-0130","Hunt Transportation","Omaha, NE","","","website contact form","https://cretecarrier.com","road freight, flatbed, FTL","Specialized truckload and flatbed freight, dry van and open-deck services","Lower 48","","United States","unverified","High","https://cretecarrier.com","Nebraska"
"RCN-US-0131","Werner Enterprises, Inc.","Omaha, NE","800-228-2240","","website contact form","https://www.werner.com","road freight, dry van, refrigerated, flatbed, intermodal, LTL, expedited, parcel","Truckload transportation, logistics, brokerage, refrigerated freight, flatbed, intermodal, final mile, supply chain services, warehousing","Nationwide","","United States","unverified","High","https://www.werner.com","Nebraska"
"RCN-US-0132","Grand Island Express, Inc.","432 South Stuhr Road, Grand Island, NE 68801","","","website contact form","https://grandislandexpress.com","refrigerated, road freight, FTL","Temperature-controlled trucking, refrigerated freight, dry van, regional and dedicated truckload service","Lower 48","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/nebraska/grand-island/","Nebraska"
"RCN-US-0133","Chief Carriers, Inc.","2405 South North Road, Grand Island, NE 68803","","","website contact form","https://chiefcarriers.com","road freight, refrigerated, FTL","Truckload transportation, refrigerated freight, regional and local trucking, dedicated service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/nebraska/grand-island/","Nebraska"
"RCN-US-0134","Bosselman Carriers, LLC","3123 W Stolley Park Rd Ste B, Grand Island, NE 68801","","","website contact form","https://bosselman.com","road freight, flatbed, intermodal, refrigerated, tanker, FTL","General freight, liquids and gases, machinery, metal products, motor vehicles, regional and local trucking, intermodal, reefer, flatbed, team service","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/nebraska/grand-island/","Nebraska"
"RCN-US-0135","Trucking For Hire","1001 South Saunders Ave, Sutton, NE 68979","","","website contact form","https://truckgraph.com","flatbed, intermodal, road freight, bulk","Agricultural supplies, dry bulk commodities, general freight, logs, poles, beams, lumber, machinery, flatbed and intermodal operations","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/nebraska/grand-island/","Nebraska"
"RCN-US-0136","Central Cooperative Nonstock Transport Co","5120 South Elk Drive, Grand Island, NE 68803","","","","","bulk, road freight, tanker","General freight, grain/feed/hay, liquids and gases, dry van, flatbed","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/nebraska/grand-island/","Nebraska"
"RCN-US-0137","Corby Flagle Trucking, Inc.","3932 Meadow Way Trail, Grand Island, NE 68803","","","","","refrigerated, livestock, bulk, flatbed, road freight","Agricultural and farm supplies, fresh produce, grain, feed, hay, livestock, meat, refrigerated food, dry van, flatbed","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/nebraska/grand-island/","Nebraska"
"RCN-US-0138","Petersen Farms, Inc.","1420 E Capital Ave, Grand Island, NE 68801","","","","","bulk, road freight, dry van","Agricultural and farm supplies, grain, feed, hay, machinery, full truckload, local hauling","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/nebraska/grand-island/","Nebraska"
"RCN-US-0139","Rick Johnson Cartage","2885 N St Paul Rd, Grand Island, NE 68801","","","","","flatbed, road freight, dry van, LTL","Building materials, construction goods, grain, feed, hay, metal products, logs, lumber, machinery, dry van, less-than-truckload","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/nebraska/grand-island/","Nebraska"
"RCN-US-0140","Midwest Express, LLC","2110 E Hwy 30, Grand Island, NE 68801","","","","","refrigerated, road freight, LTL, dry van","General freight, meat, refrigerated foods, dry van, reefer, less-than-truckload","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/nebraska/grand-island/","Nebraska"
"RCN-US-0141","Nebraska Warehouse Company","10064 S 134th Street, Omaha, NE 68138","+1 (402) 896-2200","","website contact form","https://nebraskawarehouse.com","road freight, dry van, LTL","3PL warehousing, local transportation, storage, distribution, temperature-controlled space, specialty equipment","Regional","","United States","unverified","High","https://nebraskawarehouse.com","Nebraska"
"RCN-US-0142","Gratton Warehouse Company","11005 E Cir, Omaha, NE 68137","(402) 339-9993","","website contact form","https://grattonwarehouse.com","road freight, LTL, dry van","Warehousing, distribution, truckload and logistics services","Regional","","United States","unverified","Medium","https://www.zoominfo.com/c/gratton-warehouse-co/346914918","Nebraska"
"RCN-US-0143","Star Logistics, Inc.","3850 S 149th St Ste 111, Omaha, NE 68144","(402) 896-0708","","website contact form","https://starlogisticsinc.com","road freight, FTL, LTL","Asset trucking, freight delivery, logistics solutions, nationwide carrier network access","Nationwide","","United States","unverified","Medium","https://www.zoominfo.com/c/star-logistics-inc/352877951","Nebraska"
"RCN-US-0144","Midwest Livestock","3600 N 6th Street, Beatrice, NE 68310","(402) 223-5281","","website contact form","https://midwestlivestock.com","livestock, road freight","Livestock hauling, cattle transport, livestock marketing services, regional livestock logistics","Nationwide","","United States","unverified","High","https://www.midwestlivestock.com/resources/","Nebraska"
"RCN-US-0145","Total Quality Logistics, LLC","4289 Ivy Pointe Blvd, Cincinnati, OH 45245","(800) 580-3101","recruiting@tql.com","public email","https://www.tql.com","road freight, FTL, LTL, intermodal, expedited","Truckload brokerage, less-than-truckload, intermodal, drayage, air and ocean freight, specialized freight services","Nationwide","","United States","unverified","High","https://www.tql.com","Ohio"
"RCN-US-0146","R+L Carriers","600 Gillam Rd, Wilmington, OH 45177","(800) 543-5589","customerservice@rlcarriers.com","public email","https://www.rlcarriers.com","road freight, LTL, FTL, parcel, courier","LTL freight, truckload, guaranteed delivery, next-day and regional service, logistics, global freight forwarding","Nationwide","","United States","unverified","High","https://www.rlcarriers.com","Ohio"
"RCN-US-0147","Dayton Freight Lines, Inc.","6450 Poe Ave, Dayton, OH 45414","(800) 860-5102","","website contact form","https://daytonfreight.com","road freight, LTL, expedited","Regional LTL freight, expedited deliveries, freight tracking, pickup request, transit time tools","Lower 48","","United States","unverified","High","https://daytonfreight.com/company-facts/","Ohio"
"RCN-US-0148","Ohio Logistics","1800 Industrial Dr, Findlay, OH 45840","(419) 425-4906","","website contact form","https://www.ohiologistics.com","road freight, FTL, LTL","Transportation, warehousing, tech-enabled logistics, foreign trade zone support, document services","Seven states","","United States","unverified","High","https://www.ohiologistics.com","Ohio"
"RCN-US-0149","First Star Logistics, LLC","PO Box 498459, Cincinnati, OH 45249","(812) 637-3251","","website contact form","https://www.firststarlogistics.com","road freight, FTL, LTL","Truckload, less-than-truckload, logistics management, freight brokerage, asset and non-asset transportation","Nationwide","","United States","unverified","Medium","https://www.firststarlogistics.com","Ohio"
"RCN-US-0150","ODW Logistics, Inc.","9009 Antares Ave, Columbus, OH 43240","(614) 793-1700","","website contact form","https://www.odwlogistics.com","road freight, LTL, FTL, refrigerated","Transportation management, warehousing, distribution, dedicated fleet, temperature-controlled logistics, e-commerce fulfillment","Nationwide","","United States","unverified","Medium","https://www.odwlogistics.com","Ohio"
"RCN-US-0151","FST Logistics","4500 Gateway Blvd, Columbus, OH 43228","(614) 337-0000","","website contact form","https://www.fstlogistics.com","road freight, refrigerated, dry van, FTL, LTL","Temperature-controlled logistics, dry warehousing, transportation, inventory management, dedicated fleet services","Nationwide","","United States","unverified","Medium","https://www.fstlogistics.com","Ohio"
"RCN-US-0152","Spartan Logistics","2055 S High St, Columbus, OH 43207","(614) 487-1100","","website contact form","https://www.spartanlogistics.com","road freight, LTL, FTL","Warehousing, transportation management, dedicated logistics, inventory control, e-commerce support, value-added services","Nationwide","","United States","unverified","Medium","https://www.spartanlogistics.com","Ohio"
"RCN-US-0153","Classic Carriers, Inc.","945 W Main St, Versailles, OH 45380","(800) 221-3131","","website contact form","https://www.classiccarriers.com","road freight, refrigerated, flatbed, tanker, dry van, FTL","Truckload, refrigerated, flatbed, tanker, dry van, brokerage, dedicated fleet, warehousing","Midwest, Southeast, Northeast","","United States","unverified","Medium","https://www.classiccarriers.com","Ohio"
"RCN-US-0154","Five Star Trucking, Inc.","34999 Curtis Blvd, Willoughby, OH 44094","(440) 946-2100","","website contact form","https://www.fivestartrucking.com","road freight, refrigerated, dry van, FTL","Truckload freight transportation, dry freight, refrigerated freight, brokerage authority","Nationwide","","United States","unverified","Medium","https://ensun.io/search/trucking/united-states/ohio","Ohio"
"RCN-US-0155","Logan Trucking & Logistics, Inc.","3500 Harmont Ave NE, Canton, OH 44705","(330) 455-4000","","website contact form","https://www.logantruck.com","road freight, flatbed, dry van, FTL","Flatbed, curtain-side, conestoga hauling, logistics, truckload freight","Midwest, Southeast, Northeast","","United States","unverified","Medium","https://ensun.io/search/trucking/united-states/ohio","Ohio"
"RCN-US-0156","ABCO Transportation, Inc.","101 E Mason Rd, Milan, OH 44846","(419) 499-4444","","website contact form","https://www.abcotransportation.com","road freight, refrigerated, dry van, FTL","Perishable products, floral stock, general non-hazardous freight, truckload transport","Nationwide","","United States","unverified","Medium","https://ensun.io/search/trucking/united-states/ohio","Ohio"
"RCN-US-0157","Paramount Freight Systems","6630 Providence St, Whitehouse, OH 43571","(419) 877-6666","","website contact form","https://www.paramountfreightsystems.com","road freight, refrigerated, dry van, FTL","Truckload freight transportation, floral stock, perishables, general non-hazardous freight","Nationwide","","United States","unverified","Medium","https://ensun.io/search/trucking/united-states/ohio","Ohio"
"RCN-US-0158","Horizon Freight System, Inc.","8777 Rockside Rd, Cleveland, OH 44125","(216) 447-9900","","website contact form","https://www.horizonfreight.com","road freight, intermodal, refrigerated, bulk, dry van, FTL","Intermodal transportation, dry bulk commodities, refrigerated foods, beverages, chemicals, general freight, metal coils, paper products, machinery","Nationwide","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/ohio/elyria/","Ohio"
"RCN-US-0159","SOS Trucking Company, Inc.","2100 Rockwell Ave, Cleveland, OH 44114","(216) 771-5555","","website contact form","https://www.sostrucking.com","road freight, bulk, flatbed, hopper, FTL","Agricultural and farm supplies, dry bulk commodities, grain feed hay, logs, poles, beams, lumber, machinery, local and OTR service","Midwest, Southeast, Northeast","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/ohio/elyria/","Ohio"
"RCN-US-0160","Bennett Trucking","4435 Hudson Dr, Streetsboro, OH 44241","(330) 626-4435","","website contact form","https://www.bennettruck.com","road freight, bulk, flatbed, hopper, FTL","Agricultural and farm supplies, dry bulk commodities, construction materials, logs, poles, beams, lumber, metal sheets, general freight","Midwest, East Coast","","United States","unverified","Medium","https://www.freightwaves.com/checkpoint/trucking-companies/ohio/elyria/","Ohio"
"RCN-US-0161","Mercer Transportation Co., Inc.","1120 W Broadway, Louisville, KY 40203","(502) 582-0030","","website contact form","https://www.mercertrans.com","road freight, flatbed, refrigerated, tanker, FTL","Flatbed, step deck, specialized freight, heavy haul, dedicated, oversized loads","Nationwide","","United States","unverified","Low","https://columbus.org/councils/columbus-region-logistics-council/","Ohio"
"RCN-US-0162","Swift Transportation Co. of Arizona LLC","4141 Parkwest Dr, Columbus, OH 43228","(380) 210-6200","","website contact form","https://www.swifttrans.com","road freight, dry van, FTL","Truckload freight, dry van, dedicated, expedited, terminal services","Nationwide","","United States","unverified","Medium","https://www.swifttrans.com/locations/terminal/columbus-oh","Ohio"
"RCN-US-0163","Schneider National Carriers, Inc.","3101 South Packerland Drive, Green Bay, WI 54313","920-357-SNDR","investor@schneider.com","public email","https://schneider.com","road freight, refrigerated, intermodal, flatbed, tanker, dry van, expedited, LTL, FTL","Dry van, refrigerated, intermodal containers, flatbed, tanker, dedicated, expedited, freight brokerage, power-only, hazardous materials","Nationwide","","United States","unverified","High","https://investors.schneider.com/governance/default.aspx","Wisconsin"
"RCN-US-0164","Marten Transport, Ltd.","129 Marten Street, Mondovi, WI 54755","(715) 926-4216","","website contact form","https://www.marten.com","road freight, refrigerated, dry van, FTL","Temperature-controlled freight, regional and OTR refrigerated service, dedicated, dry van, team, owner-operator, modern tractors","Nationwide","","United States","unverified","High","https://www.marten.com/investors/","Wisconsin"
"RCN-US-0165","Roehl Transport, Inc.","1916 E 29th St, Marshfield, WI 54449","","","website contact form","https://www.roehl.jobs","road freight, refrigerated, flatbed, dry van, FTL","Dry van, refrigerated, flatbed, dedicated, regional, OTR, home-daily fleets, paid CDL training, specialized freight","Nationwide","","United States","unverified","High","https://www.roehl.jobs/truck-driver-jobs/detail/4503/home-daily-truck-driver-dairyland-wausau-wi","Wisconsin"
"RCN-US-0166","Paper Transport, LLC","De Pere, WI","","","website contact form","https://www.papertransport.com","road freight, refrigerated, intermodal, dry van, FTL","Dedicated trucking, intermodal freight, dry van, refrigerated, regional and OTR service","Nationwide","","United States","unverified","Medium","https://www.papertransport.com","Wisconsin"
